"project_id","deployment_id","placename","longitude","latitude","start_date","end_date","bait_type","bait_description","feature_type","feature_type_methodology","camera_id","camera_name","quiet_period","camera_functioning","sensor_height","height_other","sensor_orientation","orientation_other","plot_treatment","plot_treatment_description","detection_distance","subproject_name","subproject_design","event_name","event_description","event_type","recorded_by"
2003269,"OFF066_C150_300821","OFF066",-70.244,-12.43508,2021-08-30,2021-09-15,"None","","Off trail",NA,2019258,"C150",1,"Unknown Failure","Other",43,"Other",85,NA,NA,NA,"Grids","Three replicated 5km x 5km grids with 1km spacing, spanning floodplain and terra firme habitat. ",NA,NA,NA,NA
2003269,"LAC054_C133_300821","LAC054",-70.2355,-12.41975,2021-08-30,2022-02-03,"None","","On trail",NA,2019241,"C133",1,"Camera Functioning","Other",45,"Other",70,NA,NA,NA,"Grids","Three replicated 5km x 5km grids with 1km spacing, spanning floodplain and terra firme habitat. ",NA,NA,NA,NA
2003269,"LAC055_C128_300821","LAC055",-70.23917,-12.42785,2021-08-30,2022-02-03,"None","","On trail",NA,2019236,"C128",1,"Camera Functioning","Other",35,"Other",85,NA,NA,NA,"Grids","Three replicated 5km x 5km grids with 1km spacing, spanning floodplain and terra firme habitat. ",NA,NA,NA,NA
2003269,"LAC066_C169_300821","LAC066",-70.24387,-12.43517,2021-08-30,2022-02-03,"None","","On trail",NA,2019277,"C169",1,"Camera Functioning","Other",45,"Other",90,NA,NA,NA,"Grids","Three replicated 5km x 5km grids with 1km spacing, spanning floodplain and terra firme habitat. ",NA,NA,NA,NA
2003269,"OFF054_C170_300821","OFF054",-70.23563,-12.41984,2021-08-30,2022-02-03,"None","","Off trail",NA,2019278,"C170",1,"Camera Functioning","Other",35,"Other",85,NA,NA,NA,"Grids","Three replicated 5km x 5km grids with 1km spacing, spanning floodplain and terra firme habitat. ",NA,NA,NA,NA
2003269,"OFF055_C171_300821","OFF055",-70.23915,-12.42765,2021-08-30,2022-02-03,"None","","Off trail",NA,2019279,"C171",1,"Camera Functioning","Other",45,"Other",80,NA,NA,NA,"Grids","Three replicated 5km x 5km grids with 1km spacing, spanning floodplain and terra firme habitat. ",NA,NA,NA,NA
2003269,"OFF057_C165_310821","OFF057",-70.22353,-12.43641,2021-08-31,2022-01-04,"None","","Off trail",NA,2019273,"C165",1,"Camera Functioning","Other",36,"Other",80,NA,NA,NA,"Grids","Three replicated 5km x 5km grids with 1km spacing, spanning floodplain and terra firme habitat. ",NA,NA,NA,NA
2003269,"LAC069_C134_310821","LAC069",-70.23296,-12.45214,2021-08-31,2021-09-01,"None","","On trail",NA,2019242,"C134",1,"Camera Functioning","Other",44,"Other",90,NA,NA,NA,"Grids","Three replicated 5km x 5km grids with 1km spacing, spanning floodplain and terra firme habitat. ",NA,NA,NA,NA
2003269,"LAC052_C162_310821","LAC052",-70.21879,-12.42869,2021-08-31,2022-02-03,"None","","On trail",NA,2019270,"C162",1,"Camera Functioning","Other",44,"Other",90,NA,NA,NA,"Grids","Three replicated 5km x 5km grids with 1km spacing, spanning floodplain and terra firme habitat. ",NA,NA,NA,NA
2003269,"LAC053_C188_310821","LAC053",-70.2268,-12.42417,2021-08-31,2022-02-03,"None","","On trail",NA,2019108,"C188",1,"Camera Functioning","Other",41,"Other",85,NA,NA,NA,"Grids","Three replicated 5km x 5km grids with 1km spacing, spanning floodplain and terra firme habitat. ",NA,NA,NA,NA
