"Deployment.Location.ID","Date","Effort","Alces alces","Canis latrans","Canis lupus","Cervus canadensis","Grus canadensis","Lepus americanus","Lynx canadensis","Martes americana","Odocoileus virginianus","Rangifer tarandus","Tamiasciurus hudsonicus","Ursus americanus"
"Algar08","2018-W45",1,0,0,0,0,0,0,0,0,0,0,0,0
"Algar08","2018-W46",7,0,0,0,0,0,0,0,0,0,0,0,0
"Algar08","2018-W47",7,0,0,0,0,0,0,0,0,0,0,0,0
"Algar08","2018-W48",7,0,0,0,0,0,0,0,0,0,0,0,0
"Algar08","2018-W49",7,0,0,0,0,0,0,0,0,0,0,0,0
"Algar08","2018-W50",7,0,0,0,0,0,0,0,0,1,0,0,0
"Algar08","2018-W51",7,0,0,0,0,0,0,0,0,0,0,0,0
"Algar08","2018-W52",2,0,0,0,0,0,0,0,0,0,0,0,0
"Algar08","2019-W00",5,0,0,0,0,0,0,0,0,0,0,0,0
"Algar08","2019-W01",7,0,0,0,0,0,0,0,0,0,0,0,0
"Algar08","2019-W02",7,0,0,0,0,0,0,0,0,0,0,0,0
"Algar08","2019-W03",7,0,0,0,0,0,0,0,0,0,0,0,0
"Algar08","2019-W04",7,0,0,0,0,0,0,0,0,0,0,0,0
"Algar08","2019-W05",7,0,0,0,0,0,0,0,0,0,0,0,0
"Algar08","2019-W06",7,0,0,0,0,0,0,0,0,0,0,0,0
"Algar08","2019-W07",7,0,0,0,0,0,0,0,0,0,0,0,0
"Algar08","2019-W08",7,0,0,0,0,0,0,0,0,0,0,0,0
"Algar08","2019-W09",7,0,0,0,0,0,0,0,0,0,0,0,0
"Algar08","2019-W10",7,0,0,0,0,0,0,0,0,0,0,0,0
"Algar08","2019-W11",7,0,0,0,0,0,0,0,0,0,0,0,0
"Algar08","2019-W12",7,0,0,0,0,0,0,0,0,0,0,0,0
"Algar08","2019-W13",7,0,0,0,0,0,0,0,0,0,0,0,0
"Algar08","2019-W14",7,0,0,0,0,0,0,0,0,0,0,0,0
"Algar08","2019-W15",7,1,0,0,0,0,0,0,0,0,0,0,0
"Algar08","2019-W16",7,1,0,0,0,0,0,0,0,0,0,0,0
"Algar08","2019-W17",7,0,0,0,0,0,0,0,0,0,0,0,0
"Algar08","2019-W18",7,0,0,0,0,0,0,0,0,1,0,0,0
"Algar08","2019-W19",7,0,0,0,0,0,0,0,0,0,0,0,0
"Algar08","2019-W20",7,0,0,0,0,0,0,0,0,0,1,0,0
"Algar08","2019-W21",7,0,0,0,0,0,0,0,0,0,0,0,0
"Algar08","2019-W22",7,0,0,0,0,0,0,0,0,0,0,0,0
"Algar08","2019-W23",7,0,0,0,0,0,0,0,0,0,0,0,0
"Algar08","2019-W24",7,0,0,0,0,0,0,0,0,0,0,0,0
"Algar08","2019-W25",7,0,0,0,0,0,0,0,0,0,0,0,0
"Algar08","2019-W26",7,0,0,0,0,0,0,0,0,0,0,0,0
"Algar08","2019-W27",7,0,0,0,0,0,0,0,0,0,0,0,0
"Algar08","2019-W28",7,0,0,0,0,0,0,0,0,0,0,0,0
"Algar08","2019-W29",7,0,0,0,0,0,0,0,0,0,0,0,0
"Algar08","2019-W30",7,1,0,0,0,0,0,0,0,0,0,0,0
"Algar08","2019-W31",7,0,0,0,0,0,0,0,0,0,0,0,0
"Algar08","2019-W32",7,2,0,0,0,0,1,0,0,0,0,0,0
"Algar08","2019-W33",7,0,0,0,0,0,0,0,0,0,0,0,0
"Algar08","2019-W34",7,0,0,0,0,0,0,0,0,0,0,0,0
"Algar08","2019-W35",7,0,0,0,0,0,0,0,0,0,0,0,0
"Algar08","2019-W36",7,0,0,0,0,0,0,0,0,0,0,0,0
"Algar08","2019-W37",7,0,0,0,0,0,0,0,0,0,0,0,0
"Algar08","2019-W38",7,0,0,0,0,0,0,0,0,0,0,0,0
"Algar08","2019-W39",7,0,0,0,0,0,0,0,0,0,0,0,0
"Algar08","2019-W40",7,0,0,0,0,0,0,0,0,0,0,0,0
"Algar08","2019-W41",7,0,0,0,0,0,0,0,0,0,0,0,0
"Algar08","2019-W42",7,0,0,0,0,0,0,0,0,0,0,0,0
"Algar08","2019-W43",7,0,0,0,0,0,0,0,0,0,0,0,0
"Algar08","2019-W44",7,0,0,0,0,0,0,0,0,0,0,0,0
"Algar08","2019-W45",7,0,0,0,0,0,0,0,0,0,0,0,0
"Algar08","2019-W46",5,0,0,1,0,0,0,0,0,0,0,0,0
"Algar27","2018-W45",3,0,0,0,0,0,0,0,0,1,0,0,0
"Algar27","2018-W46",7,0,0,0,1,0,0,0,0,0,0,0,0
"Algar27","2018-W47",7,0,1,0,0,0,0,0,0,0,0,0,0
"Algar27","2018-W48",7,0,0,0,0,0,0,0,0,0,0,0,0
"Algar27","2018-W49",7,0,0,2,0,0,0,0,0,0,0,0,0
"Algar27","2018-W50",7,0,0,0,0,0,0,0,0,0,0,0,0
"Algar27","2018-W51",7,0,0,0,0,0,0,0,0,0,0,0,0
"Algar27","2018-W52",2,0,0,0,0,0,0,0,0,0,0,0,0
"Algar27","2019-W00",5,0,1,0,0,0,0,0,0,0,0,0,0
"Algar27","2019-W01",7,0,1,1,0,0,0,0,0,0,0,0,0
"Algar27","2019-W02",7,0,0,0,0,0,0,0,0,0,0,0,0
"Algar27","2019-W03",7,0,0,0,0,0,0,0,0,0,0,0,0
"Algar27","2019-W04",7,1,0,0,0,0,0,0,0,0,0,0,0
"Algar27","2019-W05",7,0,0,0,0,0,0,0,0,0,0,0,0
"Algar27","2019-W06",7,0,0,1,0,0,0,0,0,0,0,0,0
"Algar27","2019-W07",7,0,0,0,0,0,0,1,0,0,0,0,0
"Algar27","2019-W08",7,0,0,0,0,0,0,0,0,0,0,0,0
"Algar27","2019-W09",7,0,0,0,0,0,0,0,0,0,0,0,0
"Algar27","2019-W10",7,0,0,0,0,0,0,0,0,0,0,0,0
"Algar27","2019-W11",7,0,0,0,0,0,0,2,0,0,0,0,0
"Algar27","2019-W12",7,0,0,0,0,0,0,1,0,0,0,0,0
"Algar27","2019-W13",4,0,0,0,0,0,0,0,0,0,0,0,0
"Algar29","2018-W45",3,0,0,0,0,0,0,0,0,0,0,0,0
"Algar29","2018-W46",7,0,0,0,0,0,0,0,0,2,0,0,0
"Algar29","2018-W47",7,0,0,0,0,0,0,0,0,1,0,0,0
"Algar29","2018-W48",7,0,0,0,0,0,0,1,0,1,0,0,0
"Algar29","2018-W49",7,0,0,1,0,0,0,0,0,0,0,0,0
"Algar29","2018-W50",7,0,0,0,0,0,0,0,0,1,0,0,0
"Algar29","2018-W51",7,0,0,0,0,0,0,0,0,0,0,0,0
"Algar29","2018-W52",2,0,0,0,0,0,0,0,0,0,0,0,0
"Algar29","2019-W00",5,0,0,0,0,0,0,0,0,0,0,0,0
"Algar29","2019-W01",7,0,0,0,0,0,0,0,0,0,0,0,0
"Algar29","2019-W02",7,0,0,0,0,0,0,0,0,0,0,0,0
"Algar29","2019-W03",7,0,0,0,0,0,0,0,0,0,0,0,0
"Algar29","2019-W04",7,0,0,0,0,0,0,0,0,0,0,0,0
"Algar29","2019-W05",7,0,0,0,0,0,0,0,0,0,0,0,0
"Algar29","2019-W06",7,1,0,0,0,0,0,0,0,0,0,0,0
"Algar29","2019-W07",7,0,0,0,0,0,0,0,0,0,0,0,0
"Algar29","2019-W08",7,0,0,0,0,0,0,0,0,0,0,0,0
"Algar29","2019-W09",7,0,0,0,0,0,0,0,0,0,0,0,0
"Algar29","2019-W10",7,0,0,0,0,0,0,0,0,0,0,0,0
"Algar29","2019-W11",7,0,0,0,0,0,0,0,0,0,0,0,0
"Algar29","2019-W12",7,0,0,0,0,0,0,0,0,0,0,0,0
"Algar29","2019-W13",7,0,0,0,0,0,0,0,0,0,0,0,0
"Algar29","2019-W14",7,0,0,0,0,0,0,0,0,2,0,0,0
"Algar29","2019-W15",7,1,0,0,0,0,0,0,0,0,0,0,1
"Algar29","2019-W16",7,1,0,0,0,0,0,0,0,1,0,0,0
"Algar29","2019-W17",7,0,0,0,0,3,0,0,0,0,0,0,0
"Algar29","2019-W18",7,0,0,0,0,2,0,0,0,1,0,0,0
"Algar29","2019-W19",7,1,0,0,0,0,0,0,0,1,0,0,0
"Algar29","2019-W20",7,0,0,0,0,2,0,0,0,4,0,0,0
"Algar29","2019-W21",7,1,0,0,0,2,0,0,0,0,0,0,0
"Algar29","2019-W22",7,1,0,0,0,0,0,0,0,0,0,0,2
"Algar29","2019-W23",7,1,0,0,0,0,0,0,0,0,0,0,0
"Algar29","2019-W24",7,0,0,0,0,0,0,0,0,0,0,0,0
"Algar29","2019-W25",7,0,0,0,0,0,0,0,0,1,0,0,0
"Algar29","2019-W26",7,0,0,0,0,1,0,0,0,0,0,0,0
"Algar29","2019-W27",7,0,0,0,0,0,0,0,0,0,0,0,0
"Algar29","2019-W28",7,0,0,0,0,0,0,0,0,0,0,0,0
"Algar29","2019-W29",7,0,0,0,0,0,0,0,0,0,0,0,0
"Algar29","2019-W30",7,0,0,0,0,2,0,0,0,0,0,0,0
"Algar29","2019-W31",7,0,0,0,0,1,0,0,0,0,0,0,1
"Algar29","2019-W32",7,0,0,0,0,0,0,0,0,0,0,0,0
"Algar29","2019-W33",7,0,0,0,0,0,0,0,0,2,0,0,0
"Algar29","2019-W34",7,0,0,0,0,0,0,0,0,0,0,0,0
"Algar29","2019-W35",7,0,0,0,0,0,0,0,0,0,0,0,0
"Algar29","2019-W36",7,0,0,0,0,0,0,0,0,1,0,0,0
"Algar29","2019-W37",7,0,0,0,0,0,0,0,0,0,0,0,0
"Algar29","2019-W38",7,0,0,0,0,0,0,0,0,0,0,0,2
"Algar29","2019-W39",7,0,0,0,0,0,0,0,0,0,0,0,1
"Algar29","2019-W40",7,0,0,0,0,0,0,0,0,0,0,0,0
"Algar29","2019-W41",7,0,0,0,0,0,0,0,0,0,0,0,0
"Algar29","2019-W42",7,0,0,0,0,0,0,0,0,1,0,0,0
"Algar29","2019-W43",7,0,0,0,0,0,0,0,0,3,0,0,0
"Algar29","2019-W44",7,0,0,0,0,0,0,0,0,1,0,0,0
"Algar29","2019-W45",7,0,0,0,0,0,0,0,0,1,0,0,0
"Algar29","2019-W46",4,0,0,0,0,0,0,0,0,0,0,0,0
"Algar31","2018-W45",2,0,0,0,0,0,0,0,0,0,0,0,0
"Algar31","2018-W46",7,0,0,0,0,0,0,0,0,0,0,0,0
"Algar31","2018-W47",7,0,0,0,0,0,0,0,0,0,0,0,0
"Algar31","2018-W48",7,0,0,0,0,0,0,0,0,0,0,0,0
"Algar31","2018-W49",7,0,0,0,0,0,0,0,0,0,0,0,0
"Algar31","2018-W50",7,0,0,0,0,0,0,0,0,0,0,0,0
"Algar31","2018-W51",7,1,0,0,0,0,0,0,0,0,0,0,0
"Algar31","2018-W52",2,0,0,0,0,0,0,0,0,0,0,0,0
"Algar31","2019-W00",5,0,0,0,0,0,0,0,0,0,0,0,0
"Algar31","2019-W01",7,0,0,0,0,0,0,0,0,0,0,0,0
"Algar31","2019-W02",7,0,0,0,0,0,0,0,0,0,0,0,0
"Algar31","2019-W03",7,0,0,0,0,0,0,0,0,0,0,0,0
"Algar31","2019-W04",7,0,0,0,0,0,0,0,0,0,0,0,0
"Algar31","2019-W05",7,0,0,0,0,0,0,0,0,0,0,0,0
"Algar31","2019-W06",7,0,0,0,0,0,0,0,0,0,0,0,0
"Algar31","2019-W07",7,0,0,0,0,0,0,0,0,0,0,0,0
"Algar31","2019-W08",7,0,0,0,0,0,0,0,0,0,0,0,0
"Algar31","2019-W09",7,0,0,0,0,0,0,0,0,0,0,0,0
"Algar31","2019-W10",7,0,0,0,0,0,0,0,0,0,0,0,0
"Algar31","2019-W11",7,0,0,0,0,0,0,0,2,0,0,0,0
"Algar31","2019-W12",7,0,0,0,0,0,0,0,0,0,0,0,0
"Algar31","2019-W13",7,1,0,2,0,0,0,0,0,0,0,0,0
"Algar31","2019-W14",7,0,0,0,0,0,0,0,0,0,0,0,0
"Algar31","2019-W15",7,0,0,1,0,0,0,0,0,0,0,0,0
"Algar31","2019-W16",7,0,0,1,0,1,0,0,0,0,0,0,0
"Algar31","2019-W17",7,0,0,1,0,0,0,0,0,0,0,0,0
"Algar31","2019-W18",7,0,0,0,0,3,0,0,0,0,0,0,0
"Algar31","2019-W19",7,0,0,0,0,0,0,0,0,0,0,0,0
"Algar31","2019-W20",7,0,0,0,0,0,0,0,0,0,0,0,0
"Algar31","2019-W21",7,0,0,0,0,0,0,0,1,0,0,0,0
"Algar31","2019-W22",7,0,0,0,0,2,0,0,0,0,0,0,0
"Algar31","2019-W23",7,1,0,0,0,1,0,0,0,1,1,0,0
"Algar31","2019-W24",7,0,0,1,0,1,0,0,0,0,1,0,0
"Algar31","2019-W25",7,0,0,0,0,0,0,0,0,0,1,0,0
"Algar31","2019-W26",7,0,0,0,0,0,0,0,0,0,1,0,0
"Algar31","2019-W27",7,0,0,0,0,0,0,0,0,0,0,0,0
"Algar31","2019-W28",7,0,0,0,0,1,0,0,0,0,1,0,0
"Algar31","2019-W29",7,0,0,0,0,0,0,0,0,0,0,0,1
"Algar31","2019-W30",7,0,0,0,0,2,0,0,0,0,1,0,0
"Algar31","2019-W31",7,0,0,0,0,0,0,0,0,0,0,0,0
"Algar31","2019-W32",7,0,0,0,0,1,0,0,0,0,0,0,0
"Algar31","2019-W33",7,0,0,0,0,1,0,0,0,0,0,0,0
"Algar31","2019-W34",7,0,0,0,0,0,0,0,0,0,0,0,0
"Algar31","2019-W35",7,0,0,0,0,0,0,0,0,0,0,0,0
"Algar31","2019-W36",7,0,0,0,0,0,0,0,0,0,2,0,0
"Algar31","2019-W37",7,0,0,0,0,0,0,0,0,0,3,0,0
"Algar31","2019-W38",7,0,0,0,0,0,0,0,0,0,3,0,0
"Algar31","2019-W39",7,0,0,0,0,0,0,0,0,0,0,0,0
"Algar31","2019-W40",7,0,0,0,0,0,0,0,0,0,0,0,0
"Algar31","2019-W41",7,0,0,0,0,0,0,0,0,0,1,0,1
"Algar31","2019-W42",7,0,0,0,0,0,0,0,0,0,0,0,0
"Algar31","2019-W43",7,0,0,0,0,0,0,0,0,0,0,0,0
"Algar31","2019-W44",7,0,0,0,0,0,0,0,0,0,0,0,0
"Algar31","2019-W45",7,0,0,0,0,0,0,0,0,0,0,0,0
"Algar31","2019-W46",5,0,0,0,0,0,1,0,1,0,0,0,0
"Algar32","2018-W45",4,0,0,0,0,0,0,0,0,0,0,0,0
"Algar32","2018-W46",7,1,0,0,0,0,0,0,0,0,0,0,0
"Algar32","2018-W47",7,0,0,0,0,0,0,0,0,0,0,0,0
"Algar32","2018-W48",7,0,0,0,0,0,0,0,0,0,0,0,0
"Algar32","2018-W49",7,0,0,0,0,0,0,0,0,0,0,0,0
"Algar32","2018-W50",7,0,0,0,0,0,0,0,0,0,0,0,0
"Algar32","2018-W51",7,0,0,0,0,0,0,0,0,0,0,0,0
"Algar32","2018-W52",2,0,0,0,0,0,0,0,0,0,0,0,0
"Algar32","2019-W00",5,0,0,0,0,0,0,0,0,0,0,0,0
"Algar32","2019-W01",7,0,0,0,0,0,0,0,0,0,0,0,0
"Algar32","2019-W02",7,0,0,0,0,0,0,0,0,0,0,0,0
"Algar32","2019-W03",7,0,0,0,0,0,0,0,0,0,0,0,0
"Algar32","2019-W04",7,0,0,0,0,0,0,0,0,0,0,0,0
"Algar32","2019-W05",7,0,0,0,0,0,0,0,0,0,0,0,0
"Algar32","2019-W06",7,0,0,0,0,0,0,0,0,0,0,0,0
"Algar32","2019-W07",7,0,0,0,0,0,0,0,0,0,0,0,0
"Algar32","2019-W08",7,0,0,0,0,0,0,0,0,0,0,0,0
"Algar32","2019-W09",7,0,0,0,0,0,0,0,0,0,0,0,0
"Algar32","2019-W10",7,0,0,0,0,0,0,0,0,0,0,0,0
"Algar32","2019-W11",7,0,0,0,0,0,0,0,0,0,0,0,0
"Algar32","2019-W12",7,0,0,0,0,0,0,0,0,0,0,0,0
"Algar32","2019-W13",7,0,0,0,0,0,0,0,0,0,0,0,0
"Algar32","2019-W14",7,0,0,0,0,0,0,0,0,0,0,0,0
"Algar32","2019-W15",7,0,0,0,0,0,0,0,0,0,0,0,0
"Algar32","2019-W16",7,0,0,0,0,0,0,0,0,0,0,0,0
"Algar32","2019-W17",7,0,0,0,0,1,0,0,0,0,0,0,0
"Algar32","2019-W18",7,0,0,0,0,0,0,0,0,0,0,0,0
"Algar32","2019-W19",7,0,0,0,0,0,0,0,0,0,0,0,0
